marital_status,is_displaced,gender,age,is_international,mothers_qualif,fathers_qualif,is_spec_needs,is_debtor,is_tuition_uptodate,is_scholarship,unempl_rate,infl_rate,gdp,application_order,course,is_daytime,prev_qualif,prev_qualif_grade,admission_grade,courses_credited,courses_enrolled,courses_evaluated,courses_approved,courses_avg_grade,courses_unevaluated,Target
single,1,0,18,0,4,3,0,0,1,0,9.4,-0.8,-3.12,6,Advertising and Marketing Management,1,4,120,113.7,0,5,7,4,11.4,0,Graduate
single,1,0,19,0,2,2,0,0,1,0,7.6,2.6,0.32,2,Nursing,1,4,140,138.8,0,7,7,6,12.766666666666666,0,Graduate
married,0,0,29,0,1,3,0,1,1,0,11.1,0.6,2.02,1,Agronomy,1,3,133.1,140,0,6,11,5,12.6,0,Graduate
single,0,0,20,0,3,4,0,0,1,1,11.1,0.6,2.02,1,Management,1,4,130,130,4,7,8,7,13,0,Graduate
single,1,0,18,0,1,1,0,0,1,0,7.6,2.6,0.32,2,Nursing,1,4,140,132.5,0,7,7,6,14.316666666666668,0,Graduate
single,1,0,19,0,5,4,0,0,1,0,10.8,1.4,1.74,1,Veterinary Nursing,1,4,124,117.4,0,5,7,4,12.75,0,Graduate
single,1,0,19,0,4,2,0,0,1,1,8.9,1.4,3.51,3,Management,1,4,115,109.8,0,5,5,5,13.4,0,Graduate
single,0,0,37,0,3,7,0,1,0,0,8.9,1.4,3.51,1,Social Service (evening attendance),0,4,100,116.5,0,6,6,0,0,0,Dropout
single,1,0,18,0,1,4,0,0,1,1,10.8,1.4,1.74,2,Veterinary Nursing,1,4,162,165.2,0,5,6,4,15.75,0,Graduate
single,1,0,21,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,121,113,0,6,9,5,12.4,0,Dropout
single,0,0,19,0,4,2,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,125,123.3,0,6,8,6,11.5,0,Graduate
single,0,0,19,0,5,4,0,0,1,0,9.4,-0.8,-3.12,2,Advertising and Marketing Management,1,4,123,116.7,0,5,5,5,13.4,0,Graduate
married,0,0,30,0,1,2,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,133.1,118.9,0,7,0,0,0,0,Dropout
single,1,0,27,0,-1,-1,0,0,1,0,9.4,-0.8,-3.12,2,Journalism and Communication,1,4,120,103.6,4,8,11,7,13.285714285714286,0,Dropout
married,0,0,45,0,1,1,0,0,1,1,7.6,2.6,0.32,1,Tourism,1,4,136,122.7,0,6,10,4,11.5,0,Dropout
married,0,0,50,0,2,2,0,0,1,1,12.7,3.7,-1.7,1,Social Service (evening attendance),0,4,133.1,113.5,3,9,11,8,13.25,0,Graduate
divorced,0,0,41,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management,1,4,110,128.2,8,14,24,11,12.25,3,Graduate
single,0,0,44,0,1,1,0,0,1,0,11.1,0.6,2.02,1,Agronomy,1,3,133.1,130,0,6,10,1,12,0,Dropout
facto_union,0,0,23,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Management,1,5,110,110,10,15,15,13,10.923076923076923,0,Graduate
single,0,0,34,0,3,3,0,0,1,0,11.1,0.6,2.02,1,Biofuel Production Technologies,1,4,130,117.7,10,12,12,10,12,0,Dropout
single,1,0,21,0,2,2,0,0,1,1,11.1,0.6,2.02,1,Management,1,4,102,99.6,0,5,10,5,13.714285714285714,0,Graduate
single,1,0,22,1,5,1,0,0,1,0,7.6,2.6,0.32,3,Management,1,4,127,117.9,0,5,8,1,10,0,Dropout
divorced,0,0,32,0,1,1,0,0,1,1,16.2,0.3,-0.92,1,Social Service (evening attendance),0,4,133.1,113,0,6,18,2,10.333333333333334,0,Graduate
single,1,0,20,1,4,4,0,0,1,0,15.5,2.8,-4.06,2,Oral Hygiene,1,4,137,124.4,0,7,8,7,12.728571428571428,0,Graduate
married,0,0,59,0,0,0,0,0,0,0,10.8,1.4,1.74,1,Social Service (evening attendance),0,5,130,140,10,15,22,12,13.333333333333334,0,Dropout
single,1,0,18,0,2,0,0,0,1,1,9.4,-0.8,-3.12,4,Tourism,1,4,131,124,0,6,7,6,11.333333333333334,0,Graduate
divorced,0,1,36,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,140,149.8,0,5,5,5,13.8,0,Graduate
single,0,1,36,0,2,3,0,0,1,0,11.1,0.6,2.02,1,Oral Hygiene,1,6,160,160,0,7,16,1,12,0,Dropout
single,0,1,19,0,2,3,0,0,0,0,10.8,1.4,1.74,6,Advertising and Marketing Management,1,4,117,114.6,0,6,9,4,11.25,0,Dropout
single,0,1,25,0,4,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,150,120,0,5,6,4,10.5,0,Graduate
single,0,1,35,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,3,133.1,100,17,18,20,18,11.555555555555555,0,Graduate
single,0,1,20,0,4,4,0,0,1,0,16.2,0.3,-0.92,1,Social Service,1,4,125,128.5,0,6,13,1,14,0,Dropout
single,1,1,35,0,1,1,0,0,0,0,15.5,2.8,-4.06,1,Agronomy,1,4,130,113,0,6,17,1,13,0,Dropout
single,1,0,27,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Social Service,1,4,170,150.8,0,6,13,2,11,0,Dropout
single,1,0,19,0,3,4,0,0,1,0,10.8,1.4,1.74,2,Social Service (evening attendance),0,4,120,114.8,0,6,8,4,10.5,0,Graduate
single,0,0,26,0,3,3,0,1,0,0,12.4,0.5,1.79,1,Nursing,1,4,130,129,0,7,11,4,12.86,0,Dropout
single,0,0,19,0,4,2,0,0,1,0,16.2,0.3,-0.92,1,Social Service,1,4,133.1,110.5,0,6,10,6,14.25,0,Graduate
single,1,0,19,0,2,3,0,0,0,0,12.7,3.7,-1.7,5,Nursing,1,4,141,132.5,0,7,0,0,0,0,Dropout
single,1,0,18,0,3,3,0,0,1,0,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,138,130.7,0,0,0,0,0,0,Dropout
single,1,0,19,0,3,4,0,0,1,1,11.1,0.6,2.02,1,Nursing,1,4,130,130.4,0,7,7,7,13.894285714285711,0,Graduate
single,1,0,19,0,1,1,0,0,1,1,15.5,2.8,-4.06,1,Nursing,1,4,128,124.3,0,7,8,7,13.46875,0,Graduate
single,1,0,19,0,2,1,0,0,1,1,10.8,1.4,1.74,4,Veterinary Nursing,1,4,135,132.6,0,5,5,5,13.6,0,Graduate
single,0,0,21,0,4,1,0,0,1,1,12.4,0.5,1.79,1,Social Service (evening attendance),0,4,150,146.7,3,6,6,6,14.666666666666666,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,15.5,2.8,-4.06,3,Journalism and Communication,1,4,135,130.1,0,6,6,6,13.666666666666666,0,Graduate
married,1,0,33,0,2,1,0,0,1,0,9.4,-0.8,-3.12,1,Tourism,1,5,120,120,9,12,22,10,13.3,0,Graduate
single,0,0,32,0,3,1,0,0,1,0,12.7,3.7,-1.7,1,Social Service (evening attendance),0,5,120,121.3,7,11,13,11,13.454545454545457,0,Graduate
single,1,0,17,0,3,3,0,0,1,1,9.4,-0.8,-3.12,6,Nursing,1,4,140,133.3,0,8,8,8,13.41625,0,Graduate
married,0,0,31,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,140,110.5,0,7,0,0,0,0,Dropout
married,0,0,32,0,3,3,0,0,1,1,15.5,2.8,-4.06,1,Social Service (evening attendance),0,4,140,102.5,0,6,6,6,11.333333333333334,0,Graduate
single,1,0,18,0,5,5,0,0,1,0,11.1,0.6,2.02,2,Veterinary Nursing,1,4,156,150.9,0,6,8,6,16,0,Dropout
single,0,1,40,0,5,3,0,0,0,0,10.8,1.4,1.74,1,Management (evening attendance),0,4,100,117.9,0,5,5,0,0,0,Dropout
married,1,1,32,0,1,3,0,0,1,0,7.6,2.6,0.32,1,Management (evening attendance),0,4,120,135,0,5,5,5,14.8,0,Graduate
single,0,1,40,0,3,3,0,0,0,0,12.7,3.7,-1.7,1,Informatics Engineering,1,5,120,120,1,5,7,1,13,0,Dropout
single,0,1,18,0,4,4,0,0,1,1,16.2,0.3,-0.92,1,Animation and Multimedia Design,1,4,172,167.1,0,0,0,0,0,0,Graduate
single,0,1,28,0,1,1,0,1,0,0,12.7,3.7,-1.7,1,Management (evening attendance),0,4,120,115.8,4,9,14,4,10,0,Dropout
single,1,1,19,0,4,4,0,1,1,0,9.4,-0.8,-3.12,2,Communication Design,1,4,137,141.2,0,6,11,5,11.2,0,Graduate
single,0,1,19,0,4,1,0,0,1,1,15.5,2.8,-4.06,1,Journalism and Communication,1,4,117,118.4,0,6,8,6,11.833333333333334,0,Graduate
single,0,1,21,0,2,1,1,0,1,0,10.8,1.4,1.74,6,Management,1,4,142,134.3,0,5,0,0,0,0,Dropout
single,1,1,22,0,3,4,0,0,1,0,7.6,2.6,0.32,4,Management,1,4,135,128.7,0,5,8,2,10.5,0,Dropout
single,1,1,18,0,5,4,0,0,0,0,12.4,0.5,1.79,3,Informatics Engineering,1,4,115,116.1,0,5,8,5,12.5,0,Dropout
single,1,1,27,0,3,5,0,0,1,0,9.4,-0.8,-3.12,1,Animation and Multimedia Design,1,4,110,100,0,0,0,0,0,0,Dropout
married,1,1,30,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,140,130,6,10,14,9,12.333333333333334,0,Graduate
single,0,1,28,0,4,5,0,0,1,0,16.2,0.3,-0.92,1,Equinculture,1,4,150,150,0,6,9,0,0,0,Dropout
single,0,1,20,0,4,3,0,0,1,1,16.2,0.3,-0.92,1,Social Service,1,4,133,132,0,6,11,5,11.142857142857142,0,Graduate
single,0,1,31,0,3,3,0,0,0,0,7.6,2.6,0.32,1,Tourism,1,4,110,125,3,8,19,5,12.166666666666666,0,Dropout
single,0,1,21,0,4,4,0,1,0,0,7.6,2.6,0.32,1,Informatics Engineering,1,4,126,116.2,0,5,9,2,11,0,Dropout
single,1,1,27,0,-1,-1,0,0,0,0,7.6,2.6,0.32,2,Advertising and Marketing Management,1,3,133.1,100,0,5,8,1,11,0,Dropout
single,1,1,19,0,2,2,0,0,1,0,7.6,2.6,0.32,6,Journalism and Communication,1,4,136,132.9,0,6,10,4,13.25,0,Graduate
single,1,1,21,0,3,3,0,0,0,0,16.2,0.3,-0.92,1,Agronomy,1,4,140,140,0,6,17,2,12.5,0,Dropout
single,0,1,35,0,-1,-1,0,0,0,0,7.6,2.6,0.32,1,Advertising and Marketing Management,1,4,160,100.1,6,10,10,7,12.142857142857142,0,Dropout
single,0,1,28,0,1,0,0,0,1,0,7.6,2.6,0.32,1,Veterinary Nursing,1,4,133.1,128.2,0,5,8,3,12,0,Dropout
single,1,1,19,0,-1,4,0,0,0,0,9.4,-0.8,-3.12,3,Journalism and Communication,1,4,142,136.1,0,4,8,0,0,1,Dropout
single,1,1,20,0,5,3,0,0,1,1,16.2,0.3,-0.92,1,Communication Design,1,4,131,130.3,0,6,6,6,12.833333333333334,0,Graduate
single,0,1,37,0,5,4,0,1,0,0,8.9,1.4,3.51,1,Veterinary Nursing,1,4,110,142.5,5,7,7,5,12,0,Dropout
single,1,1,19,0,1,2,0,0,1,0,7.6,2.6,0.32,1,Tourism,1,4,124,114.6,0,6,13,2,12,0,Dropout
single,0,1,36,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,120,108.5,0,7,18,0,0,0,Dropout
single,0,1,29,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management,1,3,133.1,140,0,5,0,0,0,0,Dropout
single,0,1,30,0,2,1,0,0,1,0,13.9,-0.3,0.79,1,Agronomy,1,4,133.1,120,0,6,10,6,11.375,0,Graduate
single,0,1,32,0,5,4,0,1,1,0,11.1,0.6,2.02,1,Advertising and Marketing Management,1,3,133.1,120,1,6,15,2,12,0,Dropout
married,0,1,37,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Agronomy,1,4,140,140,0,6,17,1,12,0,Dropout
single,0,1,27,0,4,3,0,0,1,0,13.9,-0.3,0.79,1,Informatics Engineering,1,4,138.7,111.3,1,6,7,3,12,0,Dropout
single,1,1,18,0,2,4,0,0,1,1,13.9,-0.3,0.79,1,Journalism and Communication,1,4,131,131,0,6,7,6,12.714285714285714,0,Graduate
single,0,1,18,0,2,1,0,0,1,1,9.4,-0.8,-3.12,1,Nursing,1,4,149,139.5,0,8,8,8,15.3,0,Graduate
married,0,1,32,0,2,3,0,0,0,0,15.5,2.8,-4.06,2,Agronomy,1,3,133.1,110,2,8,12,2,11.5,2,Dropout
single,0,1,22,0,5,5,0,0,1,0,16.2,0.3,-0.92,1,Agronomy,1,4,120,115,0,6,12,0,0,0,Dropout
divorced,0,0,32,0,4,3,0,0,1,0,12.4,0.5,1.79,1,Nursing,1,4,133.1,154.3,0,7,0,0,0,0,Dropout
single,0,0,19,0,4,4,0,0,0,0,10.8,1.4,1.74,4,Advertising and Marketing Management,1,4,126,115.2,0,6,7,3,12.666666666666666,0,Dropout
single,1,0,18,0,3,4,0,0,1,1,8.9,1.4,3.51,1,Journalism and Communication,1,4,125,130.6,0,6,6,6,13.5,0,Graduate
single,1,0,18,0,4,4,0,0,1,1,8.9,1.4,3.51,4,Management,1,4,123,117.4,0,5,7,5,12,0,Graduate
single,1,0,38,0,5,1,0,1,0,0,15.5,2.8,-4.06,1,Management,1,5,150,150,0,5,6,0,0,0,Dropout
single,1,0,21,0,-1,-1,0,0,1,0,7.6,2.6,0.32,3,Basic Education,1,4,132,131.3,0,6,8,5,11.8,0,Dropout
single,0,0,21,0,-1,1,0,0,0,0,9.4,-0.8,-3.12,1,Social Service,1,4,133,120.4,0,6,12,2,11.5,0,Dropout
single,1,0,19,0,3,2,0,0,1,0,7.6,2.6,0.32,4,Nursing,1,4,137,125,0,7,7,6,14.616666666666667,0,Graduate
single,0,0,18,0,4,4,0,1,1,0,7.6,2.6,0.32,1,Tourism,1,4,150,142.7,0,6,9,4,11,0,Dropout
single,0,0,25,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Management,1,5,130,130,0,5,0,0,0,0,Dropout
single,1,0,19,0,1,4,0,0,1,0,7.6,2.6,0.32,6,Nursing,1,4,136,120.8,6,14,22,7,12.192307692307692,5,Graduate
single,1,0,18,0,4,3,0,0,1,1,13.9,-0.3,0.79,2,Tourism,1,4,131,130.3,0,6,6,6,12.833333333333334,0,Graduate
single,0,0,19,0,1,1,0,0,1,1,13.9,-0.3,0.79,1,Management,1,4,130,119.9,0,5,8,5,12.875,0,Graduate
single,1,0,22,0,3,2,0,0,1,1,12.4,0.5,1.79,1,Social Service,1,4,108,110.5,0,6,6,6,12.166666666666666,0,Graduate
single,1,0,21,0,2,2,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,160,160,0,6,11,6,13.428571428571429,0,Graduate
single,1,0,21,0,3,1,0,0,1,1,8.9,1.4,3.51,1,Veterinary Nursing,1,4,113,118.6,0,6,6,6,14.5,0,Graduate
single,0,0,20,0,2,2,0,0,1,1,11.1,0.6,2.02,1,Basic Education,1,4,113,112.3,0,7,7,7,12.142857142857142,0,Graduate
single,1,0,18,0,3,3,0,0,1,0,7.6,2.6,0.32,4,Nursing,1,4,148,125,0,7,7,6,13.9,0,Graduate
single,0,0,26,0,3,3,0,0,1,0,13.9,-0.3,0.79,1,Nursing,1,4,130,105.8,0,7,12,3,13.766666666666666,0,Dropout
single,1,0,31,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Management,1,5,133.1,121.5,13,15,17,13,11.615384615384617,0,Dropout
single,1,0,18,0,1,2,0,0,1,1,11.1,0.6,2.02,1,Social Service,1,4,138,134.2,0,6,6,6,15.166666666666666,0,Graduate
divorced,0,0,35,0,3,4,0,0,1,0,11.1,0.6,2.02,1,Management,1,5,130,130,0,5,5,0,0,0,Dropout
single,0,0,19,0,3,2,0,0,1,1,15.5,2.8,-4.06,1,Social Service,1,4,115,108.7,0,6,9,5,10.8,0,Graduate
single,0,0,18,0,5,4,0,0,1,0,11.1,0.6,2.02,2,Nursing,1,4,147,136.7,0,7,7,7,13.995714285714287,0,Graduate
single,0,0,20,0,2,2,0,0,1,0,12.4,0.5,1.79,1,Veterinary Nursing,1,4,132,119.1,0,6,8,6,13.285714285714286,0,Graduate
single,1,0,19,0,4,4,0,0,1,1,8.9,1.4,3.51,4,Animation and Multimedia Design,1,4,146,151.3,6,12,12,12,12.75,0,Graduate
single,0,0,18,0,2,2,0,1,1,1,16.2,0.3,-0.92,1,Basic Education,1,4,133,127.4,0,7,7,7,12.714285714285714,0,Graduate
single,0,0,23,0,3,3,0,0,1,0,9.4,-0.8,-3.12,1,Nursing,1,4,124,124,0,8,8,8,12.88625,0,Graduate
single,0,0,21,0,4,4,0,0,1,1,16.2,0.3,-0.92,1,Communication Design,1,4,133.1,155,0,6,7,5,13,0,Graduate
single,0,0,19,0,1,2,0,0,1,1,11.1,0.6,2.02,1,Management,1,4,121,114,0,5,7,5,12.2,0,Graduate
single,1,0,20,0,3,1,0,0,1,0,8.9,1.4,3.51,1,Veterinary Nursing,1,4,160,160,7,11,15,11,13.785714285714286,0,Graduate
single,1,0,18,0,1,1,0,0,1,1,9.4,-0.8,-3.12,1,Nursing,1,4,150,136.5,0,8,8,8,14.50125,0,Graduate
married,0,0,19,0,4,3,0,0,1,0,7.6,2.6,0.32,5,Nursing,1,4,130,122.3,0,7,7,6,14.35,0,Graduate
single,0,0,21,0,2,3,0,0,1,1,9.4,-0.8,-3.12,1,Communication Design,1,4,133.1,128,0,6,6,6,11.5,0,Graduate
single,1,0,18,0,2,2,1,0,1,1,12.7,3.7,-1.7,1,Social Service,1,4,154,156.5,0,6,8,6,11.714285714285714,0,Graduate
single,0,0,18,0,3,2,0,0,1,0,12.7,3.7,-1.7,1,Journalism and Communication,1,4,150,143,0,6,6,5,13,0,Graduate
single,1,0,18,0,3,3,0,0,1,1,15.5,2.8,-4.06,5,Nursing,1,4,141,131.9,0,7,8,7,13.56875,0,Graduate
single,1,0,18,0,5,5,0,0,1,0,13.9,-0.3,0.79,2,Animation and Multimedia Design,1,4,146,155.1,0,0,0,0,0,0,Graduate
single,1,0,18,0,4,3,0,0,1,1,9.4,-0.8,-3.12,3,Nursing,1,4,139,130.3,0,8,8,8,14.15375,0,Graduate
single,0,0,18,0,4,4,0,0,0,0,9.4,-0.8,-3.12,6,Nursing,1,4,136,123.3,0,8,8,0,0,8,Dropout
single,1,0,20,0,3,2,0,0,1,0,11.1,0.6,2.02,5,Journalism and Communication,1,4,110,117.4,0,6,7,6,13.833333333333334,0,Graduate
single,1,0,19,0,2,1,0,0,1,0,10.8,1.4,1.74,4,Nursing,1,4,129,120,0,8,8,7,12.454285714285716,0,Graduate
single,1,0,18,0,4,3,0,0,1,0,15.5,2.8,-4.06,4,Nursing,1,4,137,126.7,0,7,0,0,0,0,Dropout
single,1,0,18,0,4,3,0,0,1,1,12.4,0.5,1.79,3,Nursing,1,4,138,129.3,0,7,8,6,13.271666666666668,0,Graduate
single,0,0,21,0,2,3,0,0,1,0,12.7,3.7,-1.7,1,Tourism,1,4,133.1,98.6,0,6,16,2,11,0,Dropout
single,1,0,19,0,2,1,0,0,1,1,11.1,0.6,2.02,1,Basic Education,1,4,136,126.9,0,7,7,7,13.285714285714286,0,Graduate
single,1,0,20,0,3,2,0,0,1,1,15.5,2.8,-4.06,1,Social Service,1,4,139,146.7,0,6,6,6,13.333333333333334,0,Graduate
single,0,0,21,0,4,4,0,0,1,1,9.4,-0.8,-3.12,1,Nursing,1,4,125,117,0,8,8,8,13.2575,0,Graduate
single,1,0,23,0,1,2,0,0,1,0,11.1,0.6,2.02,1,Veterinary Nursing,1,4,130,130,0,6,7,0,0,0,Dropout
single,0,0,18,0,4,2,0,0,0,1,12.7,3.7,-1.7,1,Social Service,1,4,137,125.8,0,6,10,6,12.666666666666666,0,Dropout
married,0,0,30,0,5,4,0,0,1,0,12.7,3.7,-1.7,1,Management (evening attendance),0,5,130,160,0,5,5,5,14.6,0,Dropout
single,1,0,20,0,4,3,0,0,1,0,9.4,-0.8,-3.12,1,Veterinary Nursing,1,4,130,134.2,0,5,13,0,0,5,Dropout
married,0,0,29,0,1,1,0,0,0,0,10.8,1.4,1.74,2,Management,1,4,160,96,3,5,7,3,12.333333333333334,0,Dropout
single,1,0,20,0,3,4,0,0,1,0,7.6,2.6,0.32,1,Social Service,1,4,136,125.2,0,6,7,6,11.666666666666666,0,Graduate
single,0,0,27,0,1,1,0,0,1,0,13.9,-0.3,0.79,1,Social Service (evening attendance),0,4,117,100,0,6,6,4,12.5,0,Dropout
married,0,0,23,0,1,1,0,0,1,0,7.6,2.6,0.32,1,Management,1,5,140,140,0,5,0,0,0,0,Dropout
single,0,0,23,0,3,3,0,0,1,1,11.1,0.6,2.02,1,Communication Design,1,4,132,120,0,6,6,6,15.333333333333334,0,Graduate
single,1,0,18,0,4,4,0,0,1,0,12.7,3.7,-1.7,3,Nursing,1,4,147,134.3,0,8,8,7,14.2,0,Graduate
single,1,0,19,0,2,2,0,0,1,1,12.7,3.7,-1.7,1,Journalism and Communication,1,4,158,144.7,0,6,6,6,14.833333333333334,0,Graduate
single,1,0,19,0,3,1,0,0,1,0,13.9,-0.3,0.79,6,Nursing,1,4,142,131.9,0,7,7,7,13.642857142857142,0,Dropout
single,1,0,18,0,4,2,0,0,1,1,11.1,0.6,2.02,1,Journalism and Communication,1,4,143,136.7,0,6,6,6,13.833333333333334,0,Dropout
single,1,0,19,0,4,4,0,0,1,0,9.4,-0.8,-3.12,2,Communication Design,1,4,135,129.8,0,6,6,6,11.833333333333334,0,Graduate
single,0,0,18,0,4,2,0,0,1,1,13.9,-0.3,0.79,1,Journalism and Communication,1,4,160,146.5,0,6,7,6,13.428571428571429,0,Graduate
single,0,0,24,0,1,1,0,0,1,0,13.9,-0.3,0.79,2,Oral Hygiene,1,3,133.1,117.8,0,7,10,6,11.416666666666666,0,Graduate
single,1,0,19,0,1,2,0,0,1,0,8.9,1.4,3.51,2,Oral Hygiene,1,4,133.1,106,0,7,16,2,12.75,0,Dropout
single,1,0,20,0,1,3,0,0,1,0,11.1,0.6,2.02,4,Tourism,1,4,106,116.9,0,6,7,6,11.5,0,Graduate
single,0,0,18,0,4,3,0,0,1,0,10.8,1.4,1.74,2,Journalism and Communication,1,4,148,141.7,0,6,6,6,13.833333333333334,0,Graduate
single,1,0,18,0,4,3,0,0,0,0,13.9,-0.3,0.79,2,Communication Design,1,4,134,127.7,1,6,8,6,11.714285714285714,1,Dropout
single,1,0,19,0,3,4,0,0,1,1,12.4,0.5,1.79,5,Nursing,1,4,130,122.1,0,7,8,7,11.678571428571429,0,Graduate
single,1,0,19,0,5,5,0,0,1,0,13.9,-0.3,0.79,1,Veterinary Nursing,1,4,150,153.5,0,6,7,6,15.714285714285714,0,Dropout
single,1,0,18,0,4,3,0,0,1,1,13.9,-0.3,0.79,1,Animation and Multimedia Design,1,4,141,141.4,0,0,0,0,0,0,Graduate
single,1,0,19,0,3,1,0,0,1,1,10.8,1.4,1.74,1,Journalism and Communication,1,4,140,135.8,0,6,6,6,13,0,Graduate
single,1,0,18,0,5,5,0,0,1,1,16.2,0.3,-0.92,2,Nursing,1,4,138,127.5,0,7,7,7,14.485714285714286,0,Graduate
single,0,0,20,0,4,4,0,0,1,0,12.7,3.7,-1.7,1,Nursing,1,4,133,100,1,8,8,7,11.571428571428571,0,Graduate
single,1,0,19,0,1,2,0,0,1,1,12.7,3.7,-1.7,6,Nursing,1,4,150,131.5,0,8,8,7,12.657142857142857,0,Graduate
single,0,0,22,0,1,1,0,0,0,0,9.4,-0.8,-3.12,1,Management,1,4,117,109.3,0,5,9,2,10,1,Dropout
single,1,0,19,0,3,4,0,0,1,0,12.7,3.7,-1.7,1,Social Service,1,4,145,127.9,0,6,7,6,13.714285714285714,0,Graduate
single,1,0,36,0,1,1,0,0,1,0,16.2,0.3,-0.92,1,Social Service,1,5,140,140,10,14,21,13,13.071428571428571,0,Graduate
single,0,0,19,0,1,2,0,0,1,1,15.5,2.8,-4.06,1,Agronomy,1,4,160,160,0,6,7,6,15.333333333333334,0,Graduate
single,0,0,18,0,6,5,0,0,1,0,16.2,0.3,-0.92,1,Social Service,1,4,125,119.8,0,6,9,5,11.571428571428571,0,Graduate
divorced,0,0,40,0,1,1,0,0,0,0,7.6,2.6,0.32,4,Management (evening attendance),0,3,133.1,153,0,5,10,0,0,0,Dropout
single,1,0,19,0,2,1,0,0,1,1,7.6,2.6,0.32,2,Nursing,1,4,139,125,0,7,7,6,12.9,0,Graduate
single,0,0,32,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,5,120,120,4,10,20,4,11.5,2,Dropout
single,1,0,19,0,5,4,0,0,1,0,8.9,1.4,3.51,3,Communication Design,1,4,120,116.9,0,6,6,6,13.5,0,Graduate
married,0,0,35,0,1,1,0,0,1,0,10.8,1.4,1.74,1,Management,1,4,130,117.9,0,1,1,0,0,1,Dropout
single,0,0,29,0,3,3,0,0,1,0,12.7,3.7,-1.7,1,Basic Education,1,4,150,135,2,8,10,7,11.142857142857142,0,Graduate
single,1,0,18,0,2,3,0,0,1,1,10.8,1.4,1.74,6,Nursing,1,4,143,129.5,0,8,8,7,13.79857142857143,0,Graduate
married,0,0,25,0,2,3,0,1,0,0,7.6,2.6,0.32,1,Social Service (evening attendance),0,3,100,111.3,0,6,7,6,13.333333333333334,0,Graduate
divorced,0,0,50,0,1,1,0,1,0,0,8.9,1.4,3.51,1,Social Service (evening attendance),0,3,133.1,95,0,6,11,0,0,0,Dropout
married,0,0,24,0,-1,-1,0,0,1,0,7.6,2.6,0.32,1,Management,1,4,133.1,131.8,14,15,17,14,11.357142857142858,0,Dropout
single,0,0,18,0,2,3,0,0,1,0,9.4,-0.8,-3.12,5,Informatics Engineering,1,4,132,119.1,0,5,11,0,0,0,Dropout
single,1,0,20,0,2,2,0,0,1,0,15.5,2.8,-4.06,1,Veterinary Nursing,1,4,131,125.4,0,6,13,6,15.692307692307692,0,Graduate
single,1,0,20,0,4,1,0,1,1,1,15.5,2.8,-4.06,1,Agronomy,1,4,147,140.7,13,18,19,18,15.052631578947368,0,Graduate
single,0,0,21,0,1,1,0,0,1,0,9.4,-0.8,-3.12,1,Management (evening attendance),0,4,141,131.9,6,10,20,6,11.5,0,Dropout
single,0,1,19,0,2,1,0,0,1,1,12.4,0.5,1.79,1,Tourism,1,4,135,139.2,0,6,6,6,13,0,Graduate
single,0,1,18,0,1,1,0,0,1,1,9.4,-0.8,-3.12,1,Nursing,1,4,133,121.8,0,8,8,8,12.93875,0,Graduate
single,0,1,22,0,1,1,0,0,1,0,12.7,3.7,-1.7,1,Animation and Multimedia Design,1,4,142,132.9,0,0,0,0,0,0,Graduate
single,0,1,25,0,1,1,0,0,1,0,15.5,2.8,-4.06,1,Agronomy,1,4,130,130,0,6,6,0,0,0,Dropout
married,0,1,37,0,1,1,0,0,0,0,11.1,0.6,2.02,1,Nursing,1,4,133.1,130.1,0,7,10,5,13,0,Dropout
single,0,1,38,0,1,1,0,0,0,0,11.1,0.6,2.02,1,Nursing,1,4,133.1,124.5,0,7,11,5,12.18,0,Dropout
married,0,1,36,0,3,2,0,0,1,0,13.9,-0.3,0.79,1,Advertising and Marketing Management,1,4,130,162.3,0,6,13,3,11.333333333333334,0,Dropout
single,1,1,18,0,3,4,0,0,1,0,12.7,3.7,-1.7,2,Nursing,1,4,149,137.8,0,8,8,7,13,0,Graduate
single,0,1,19,0,4,4,0,0,0,0,9.4,-0.8,-3.12,1,Advertising and Marketing Management,1,4,130,119.5,0,5,5,0,0,0,Dropout
